Order ID,Order Date,Customer ID,Sales
CA-2016-114489,12/5/2016,JE-16165,1951.84
CA-2016-114489,12/5/2016,JE-16165,171.55
CA-2016-158834,3/13/2016,TW-21025,157.92
CA-2016-158834,3/13/2016,TW-21025,203.184
CA-2015-124919,5/31/2015,SP-20650,58.38
CA-2015-124919,5/31/2015,SP-20650,105.52
CA-2015-124919,5/31/2015,SP-20650,80.88
CA-2015-118948,5/28/2015,NK-18490,6.63
CA-2014-104269,3/1/2014,DB-13060,457.568
CA-2016-114104,11/20/2016,NP-18670,14.62
CA-2016-114104,11/20/2016,NP-18670,944.93
CA-2016-162733,5/11/2016,TT-21070,5.98
CA-2015-119697,12/28/2015,EM-13960,54.384
CA-2016-154508,11/16/2016,RD-19900,28.4
CA-2016-113817,11/7/2016,MJ-17740,27.68
CA-2014-139892,9/8/2014,BM-11140,9.936
CA-2014-139892,9/8/2014,BM-11140,8159.952
CA-2014-139892,9/8/2014,BM-11140,275.928
CA-2014-139892,9/8/2014,BM-11140,1740.06
CA-2014-139892,9/8/2014,BM-11140,32.064
CA-2014-139892,9/8/2014,BM-11140,177.98
CA-2014-139892,9/8/2014,BM-11140,143.976
CA-2014-118962,8/5/2014,CS-12130,20.94
CA-2014-118962,8/5/2014,CS-12130,110.96
CA-2014-118962,8/5/2014,CS-12130,340.144
US-2014-100853,9/14/2014,JB-15400,52.448
US-2014-100853,9/14/2014,JB-15400,20.16
US-2017-152366,4/21/2017,SJ-20500,97.264
US-2015-101511,11/21/2015,JE-15745,396.802
US-2015-101511,11/21/2015,JE-15745,15.88
CA-2015-137225,12/15/2015,JK-15640,3.28
CA-2014-166191,12/5/2014,DK-13150,24.816
CA-2014-166191,12/5/2014,DK-13150,408.744
CA-2014-158274,11/19/2014,RM-19675,503.96
CA-2014-158274,11/19/2014,RM-19675,149.95
CA-2014-158274,11/19/2014,RM-19675,29
CA-2016-105018,11/28/2016,SK-19990,7.16
CA-2014-123260,8/26/2014,FM-14290,176.8
CA-2016-157000,7/16/2016,AM-10360,37.224
CA-2016-157000,7/16/2016,AM-10360,20.016
CA-2015-102281,10/12/2015,MP-17470,899.136
CA-2015-102281,10/12/2015,MP-17470,71.76
CA-2015-102281,10/12/2015,MP-17470,51.84
CA-2015-102281,10/12/2015,MP-17470,626.352
CA-2015-102281,10/12/2015,MP-17470,19.9
CA-2015-131457,10/31/2015,MZ-17515,14.28
CA-2014-140004,3/21/2014,CB-12025,7.408
CA-2014-140004,3/21/2014,CB-12025,6.048
CA-2017-107720,11/6/2017,VM-21685,46.26
US-2017-124303,7/6/2017,FH-14365,2.946
US-2017-124303,7/6/2017,FH-14365,16.056
CA-2017-105074,6/24/2017,MB-17305,21.744
CA-2014-133690,8/3/2014,BS-11755,218.75
CA-2014-133690,8/3/2014,BS-11755,2.6
US-2017-116701,12/17/2017,LC-17140,66.284
CA-2017-126382,6/3/2017,HK-14890,35.168
CA-2017-108329,12/9/2017,LE-16810,444.768
CA-2017-135860,12/1/2017,JH-15985,83.92
CA-2017-135860,12/1/2017,JH-15985,131.98
CA-2017-135860,12/1/2017,JH-15985,15.92
CA-2017-135860,12/1/2017,JH-15985,52.29
CA-2017-135860,12/1/2017,JH-15985,91.99
CA-2015-101007,2/9/2015,MS-17980,20.8
CA-2015-146262,1/2/2015,VW-21775,23.68
CA-2015-146262,1/2/2015,VW-21775,452.45
CA-2015-146262,1/2/2015,VW-21775,62.982
CA-2015-146262,1/2/2015,VW-21775,1188
CA-2015-146262,1/2/2015,VW-21775,89.584
CA-2016-130162,10/28/2016,JH-15910,93.06
CA-2016-130162,10/28/2016,JH-15910,302.376
CA-2015-169397,12/24/2015,JB-15925,5.584
CA-2015-169397,12/24/2015,JB-15925,22.704
CA-2015-169397,12/24/2015,JB-15925,19.776
CA-2015-169397,12/24/2015,JB-15925,72.704
CA-2015-169397,12/24/2015,JB-15925,479.988
CA-2015-169397,12/24/2015,JB-15925,27.168
CA-2015-163055,8/9/2015,DS-13180,2.2
CA-2015-163055,8/9/2015,DS-13180,622.45
CA-2015-163055,8/9/2015,DS-13180,21.98
US-2015-145436,2/28/2015,VD-21670,161.568
US-2015-145436,2/28/2015,VD-21670,389.696
US-2014-156216,9/13/2014,EA-14035,18.648
US-2017-100930,4/7/2017,CS-12400,233.86
US-2017-100930,4/7/2017,CS-12400,620.6145
US-2017-100930,4/7/2017,CS-12400,5.328
US-2017-100930,4/7/2017,CS-12400,258.072
US-2017-100930,4/7/2017,CS-12400,617.976
CA-2017-160514,11/12/2017,DB-13120,10.56
CA-2016-157749,6/4/2016,KL-16645,25.92
CA-2016-157749,6/4/2016,KL-16645,419.68
CA-2016-157749,6/4/2016,KL-16645,11.688
CA-2016-157749,6/4/2016,KL-16645,31.984
CA-2016-157749,6/4/2016,KL-16645,177.225
CA-2016-157749,6/4/2016,KL-16645,4.044
CA-2016-157749,6/4/2016,KL-16645,7.408
CA-2014-131926,6/1/2014,DW-13480,2001.86
CA-2014-131926,6/1/2014,DW-13480,166.72
CA-2014-131926,6/1/2014,DW-13480,47.88
CA-2014-131926,6/1/2014,DW-13480,1503.25
CA-2014-131926,6/1/2014,DW-13480,25.92
CA-2016-154739,12/10/2016,LH-17155,321.568
CA-2016-145625,9/11/2016,KC-16540,7.61
CA-2016-145625,9/11/2016,KC-16540,3347.37
CA-2016-146941,12/10/2016,DL-13315,80.58
CA-2016-146941,12/10/2016,DL-13315,361.92
US-2015-159982,11/28/2015,DR-12880,12.132
US-2015-159982,11/28/2015,DR-12880,82.368
US-2015-159982,11/28/2015,DR-12880,53.92
US-2015-159982,11/28/2015,DR-12880,647.904
CA-2017-163139,12/1/2017,CC-12670,20.37
CA-2017-163139,12/1/2017,CC-12670,221.55
CA-2017-163139,12/1/2017,CC-12670,17.52
US-2017-155299,6/8/2017,Dl-13600,1.624
US-2014-106992,9/19/2014,SB-20290,3059.982
US-2014-106992,9/19/2014,SB-20290,2519.958
CA-2016-125318,6/6/2016,RC-19825,328.224
CA-2015-155040,11/10/2015,AH-10210,79.9
CA-2017-136826,6/16/2017,CB-12535,14.016
CA-2016-111010,1/22/2016,PG-18895,7.56
US-2017-145366,12/9/2017,CA-12310,37.208
US-2017-145366,12/9/2017,CA-12310,57.576
CA-2017-163979,12/28/2017,KH-16690,725.84
CA-2015-155334,7/30/2015,HA-14920,209.93
CA-2015-155334,7/30/2015,HA-14920,5.28
CA-2015-155334,7/30/2015,HA-14920,10.92
CA-2017-118136,9/16/2017,BB-10990,8.82
CA-2017-118136,9/16/2017,BB-10990,5.98
CA-2017-132976,10/13/2017,AG-10495,11.648
CA-2017-132976,10/13/2017,AG-10495,18.176
CA-2017-132976,10/13/2017,AG-10495,59.712
CA-2017-132976,10/13/2017,AG-10495,24.84
US-2015-161991,9/26/2015,SC-20725,2.08
US-2015-161991,9/26/2015,SC-20725,1114.4
CA-2015-130890,11/2/2015,JO-15280,1038.84
CA-2015-130883,9/26/2015,TB-21520,141.76
CA-2015-130883,9/26/2015,TB-21520,239.8
CA-2015-130883,9/26/2015,TB-21520,31.104
CA-2016-112697,12/18/2016,AH-10195,254.058
CA-2016-112697,12/18/2016,AH-10195,194.528
CA-2016-112697,12/18/2016,AH-10195,961.48
CA-2016-110772,11/20/2016,NZ-18565,19.096
CA-2016-110772,11/20/2016,NZ-18565,18.496
CA-2016-110772,11/20/2016,NZ-18565,255.984
CA-2016-110772,11/20/2016,NZ-18565,86.97
CA-2014-111451,12/26/2014,KL-16555,300.416
CA-2014-111451,12/26/2014,KL-16555,230.352
CA-2014-111451,12/26/2014,KL-16555,218.352
CA-2014-111451,12/26/2014,KL-16555,78.6
CA-2014-111451,12/26/2014,KL-16555,27.552
CA-2016-142545,10/28/2016,JD-15895,32.4
CA-2016-142545,10/28/2016,JD-15895,1082.48
CA-2016-142545,10/28/2016,JD-15895,56.91
CA-2016-142545,10/28/2016,JD-15895,77.6
CA-2016-142545,10/28/2016,JD-15895,14.28
US-2017-152380,11/19/2017,JH-15910,219.075
CA-2015-144253,5/4/2015,AS-10225,26.8
CA-2014-130960,12/30/2014,KB-16600,9.84
CA-2014-111003,6/1/2014,CR-12625,45.48
CA-2014-111003,6/1/2014,CR-12625,289.2
CA-2017-126774,4/15/2017,SH-20395,4.89
CA-2016-142902,9/12/2016,BP-11185,15.136
CA-2016-142902,9/12/2016,BP-11185,466.768
CA-2016-142902,9/12/2016,BP-11185,15.232
CA-2016-142902,9/12/2016,BP-11185,6.264
CA-2014-120887,9/27/2014,TS-21205,87.54
CA-2014-167850,8/9/2014,AG-10525,178.384
CA-2014-167850,8/9/2014,AG-10525,15.552
CA-2014-164259,12/28/2014,SP-20860,99.136
CA-2014-164973,11/4/2014,NM-18445,135.882
CA-2014-164973,11/4/2014,NM-18445,3991.98
CA-2014-164973,11/4/2014,NM-18445,275.94
CA-2014-164973,11/4/2014,NM-18445,360
CA-2014-164973,11/4/2014,NM-18445,43.57
CA-2014-156601,9/19/2014,FA-14230,7.16
CA-2016-162138,4/23/2016,GK-14620,251.52
CA-2016-162138,4/23/2016,GK-14620,99.99
CA-2017-153339,11/3/2017,DJ-13510,15.992
US-2016-141544,8/30/2016,PO-18850,290.898
US-2016-141544,8/30/2016,PO-18850,54.224
US-2016-141544,8/30/2016,PO-18850,786.744
US-2016-141544,8/30/2016,PO-18850,100.24
US-2016-141544,8/30/2016,PO-18850,37.764
US-2016-150147,4/25/2016,JL-15850,82.8
US-2016-150147,4/25/2016,JL-15850,20.724
US-2016-150147,4/25/2016,JL-15850,4.896
CA-2015-137946,9/1/2015,DB-13615,4.752
CA-2015-137946,9/1/2015,DB-13615,959.984
CA-2015-137946,9/1/2015,DB-13615,14.368
CA-2014-129924,7/12/2014,AC-10420,7.712
CA-2014-129924,7/12/2014,AC-10420,698.352
CA-2015-128167,6/22/2015,KL-16645,4.96
CA-2014-122336,4/13/2014,JD-15895,17.856
CA-2014-122336,4/13/2014,JD-15895,509.97
CA-2014-122336,4/13/2014,JD-15895,30.992
CA-2014-122336,4/13/2014,JD-15895,71.928
US-2015-120712,12/20/2015,CS-12130,88.8
CA-2017-169901,6/15/2017,CC-12550,47.976
CA-2017-134306,7/8/2017,TD-20995,7.56
CA-2017-134306,7/8/2017,TD-20995,24.56
CA-2017-134306,7/8/2017,TD-20995,12.96
CA-2016-129714,9/1/2016,AB-10060,6.79
CA-2016-129714,9/1/2016,AB-10060,24.56
CA-2016-129714,9/1/2016,AB-10060,3.048
CA-2016-129714,9/1/2016,AB-10060,49.12
CA-2016-129714,9/1/2016,AB-10060,4355.168
CA-2016-138520,4/8/2016,JL-15505,388.704
CA-2016-138520,4/8/2016,JL-15505,8.26
CA-2016-138520,4/8/2016,JL-15505,17.04
CA-2016-138520,4/8/2016,JL-15505,34.4
CA-2016-130001,4/23/2016,HK-14890,36.24
CA-2017-155698,3/8/2017,VB-21745,647.84
CA-2017-155698,3/8/2017,VB-21745,20.7
CA-2017-144904,9/25/2017,KW-16435,20.7
CA-2017-144904,9/25/2017,KW-16435,488.646
CA-2017-144904,9/25/2017,KW-16435,5.56
CA-2017-144904,9/25/2017,KW-16435,47.12
CA-2014-123344,9/24/2014,JD-16060,211.96
CA-2016-155516,10/21/2016,MK-17905,23.2
CA-2016-155516,10/21/2016,MK-17905,7.36
CA-2016-155516,10/21/2016,MK-17905,104.79
CA-2016-155516,10/21/2016,MK-17905,1043.92
CA-2017-104745,5/29/2017,GT-14755,25.92
CA-2017-104745,5/29/2017,GT-14755,53.424
US-2014-119137,7/23/2014,AG-10900,8.16
US-2014-119137,7/23/2014,AG-10900,1023.936
US-2014-119137,7/23/2014,AG-10900,9.24
US-2014-119137,7/23/2014,AG-10900,479.04
US-2016-134656,9/28/2016,MM-18280,99.136
US-2017-134481,8/27/2017,AR-10405,1488.424
CA-2015-130792,4/28/2015,RA-19915,8.652
CA-2015-130792,4/28/2015,RA-19915,23.832
CA-2015-130792,4/28/2015,RA-19915,12.176
CA-2016-134775,10/28/2016,AS-10285,50.96
CA-2016-134775,10/28/2016,AS-10285,49.536
CA-2015-125395,6/26/2015,LA-16780,41.9
US-2015-168935,11/27/2015,DO-13435,375.4575
US-2015-168935,11/27/2015,DO-13435,83.976
CA-2015-122756,12/3/2015,DK-13225,482.34
CA-2015-122756,12/3/2015,DK-13225,2.96
CA-2014-115973,11/24/2014,NG-18430,2.624
CA-2017-101798,12/11/2017,MV-18190,23.36
CA-2017-101798,12/11/2017,MV-18190,39.98
US-2014-135972,9/21/2014,JG-15115,246.384
US-2014-135972,9/21/2014,JG-15115,1799.97
US-2014-134971,6/7/2014,BP-11095,12.462
CA-2017-102946,6/30/2017,VP-21730,75.792
CA-2017-165603,10/17/2017,SS-20140,49.96
CA-2017-165603,10/17/2017,SS-20140,12.96
CA-2015-122259,10/31/2015,HP-14815,70.12
CA-2016-108987,9/8/2016,AG-10675,35.952
CA-2016-108987,9/8/2016,AG-10675,2396.2656
CA-2016-108987,9/8/2016,AG-10675,131.136
CA-2016-108987,9/8/2016,AG-10675,57.584
CA-2014-113166,12/24/2014,LF-17185,9.568
CA-2014-155208,4/16/2014,SP-20650,39.072
CA-2017-117933,12/24/2017,RF-19840,35.91
CA-2017-117457,12/8/2017,KH-16510,179.95
CA-2017-117457,12/8/2017,KH-16510,1199.976
CA-2017-117457,12/8/2017,KH-16510,27.15
CA-2017-117457,12/8/2017,KH-16510,1004.024
CA-2017-117457,12/8/2017,KH-16510,9.68
CA-2017-117457,12/8/2017,KH-16510,28.35
CA-2017-117457,12/8/2017,KH-16510,55.98
CA-2017-117457,12/8/2017,KH-16510,1336.829
CA-2017-117457,12/8/2017,KH-16510,113.568
CA-2017-142636,11/3/2017,KC-16675,139.86
CA-2017-142636,11/3/2017,KC-16675,307.136
CA-2017-122105,6/24/2017,CJ-12010,95.92
CA-2016-148796,4/14/2016,PB-19150,383.8
CA-2017-154816,11/6/2017,VB-21745,5.78
CA-2017-110478,3/4/2017,SP-20860,9.32
CA-2017-110478,3/4/2017,SP-20860,15.25
CA-2014-142048,6/22/2014,JE-15745,196.752
CA-2017-125388,10/19/2017,MP-17965,56.56
CA-2017-125388,10/19/2017,MP-17965,32.7
CA-2017-155705,8/21/2017,NF-18385,866.4
CA-2017-149160,11/23/2017,JM-15265,28.4
CA-2017-149160,11/23/2017,JM-15265,287.92
CA-2014-101476,9/12/2014,SD-20485,69.99
CA-2017-152275,10/1/2017,KH-16630,6.672
US-2016-123750,4/15/2016,RB-19795,189.588
US-2016-123750,4/15/2016,RB-19795,408.744
US-2016-123750,4/15/2016,RB-19795,291.96
US-2016-123750,4/15/2016,RB-19795,4.768
CA-2016-127369,6/6/2016,DB-13060,714.3
US-2014-150574,12/19/2014,MK-18160,4.812
US-2014-150574,12/19/2014,MK-18160,247.8
CA-2016-147375,6/12/2016,PO-19180,1007.979
CA-2016-147375,6/12/2016,PO-19180,313.488
CA-2017-130043,9/15/2017,BB-11545,31.872
CA-2017-157252,1/20/2017,CV-12805,207.846
CA-2016-115756,9/5/2016,PK-19075,12.22
CA-2016-115756,9/5/2016,PK-19075,194.94
CA-2016-115756,9/5/2016,PK-19075,70.95
CA-2016-115756,9/5/2016,PK-19075,91.36
CA-2016-115756,9/5/2016,PK-19075,242.94
CA-2016-115756,9/5/2016,PK-19075,22.05
CA-2017-154214,3/20/2017,TB-21595,2.91
CA-2016-166674,4/1/2016,RB-19360,59.52
CA-2016-166674,4/1/2016,RB-19360,161.94
CA-2016-166674,4/1/2016,RB-19360,263.88
CA-2016-166674,4/1/2016,RB-19360,30.48
CA-2016-166674,4/1/2016,RB-19360,9.84
CA-2016-166674,4/1/2016,RB-19360,35.12
CA-2017-147277,10/20/2017,EB-13705,284.364
CA-2017-147277,10/20/2017,EB-13705,665.408
CA-2016-100153,12/13/2016,KH-16630,63.88
US-2014-110674,2/12/2014,SC-20095,129.568
US-2016-157945,9/26/2016,NF-18385,747.558
US-2016-157945,9/26/2016,NF-18385,8.928
CA-2015-109638,12/15/2015,JH-15985,103.92
CA-2015-109638,12/15/2015,JH-15985,899.91
CA-2015-109638,12/15/2015,JH-15985,51.312
CA-2016-109869,4/22/2016,TN-21040,23.56
CA-2016-109869,4/22/2016,TN-21040,1272.63
CA-2016-109869,4/22/2016,TN-21040,28.485
CA-2016-109869,4/22/2016,TN-21040,185.376
CA-2016-109869,4/22/2016,TN-21040,78.272
US-2015-101399,1/17/2015,JS-15940,254.744
CA-2017-154907,3/31/2017,DS-13180,205.3328
US-2016-100419,12/16/2016,CC-12670,4.788
CA-2015-154144,12/20/2015,MH-17785,55.48
CA-2014-144666,11/9/2014,JP-15520,340.92
CA-2014-144666,11/9/2014,JP-15520,222.666
CA-2014-144666,11/9/2014,JP-15520,703.968
CA-2014-144666,11/9/2014,JP-15520,92.52
CA-2014-144666,11/9/2014,JP-15520,62.65
CA-2014-144666,11/9/2014,JP-15520,94.85
CA-2016-103891,7/12/2016,KH-16690,95.76
CA-2016-152632,10/27/2016,JE-15475,40.2
CA-2016-100790,6/26/2016,JG-15805,14.7
CA-2016-100790,6/26/2016,JG-15805,704.25
CA-2014-134677,10/6/2014,XP-21865,9.09
CA-2014-127691,7/22/2014,EM-14065,5.96
CA-2014-127691,7/22/2014,EM-14065,159.98
CA-2017-140963,6/10/2017,MT-18070,29.6
CA-2017-140963,6/10/2017,MT-18070,514.165
CA-2017-140963,6/10/2017,MT-18070,279.96
CA-2014-154627,10/29/2014,SA-20830,2735.952
CA-2014-133753,6/9/2014,CW-11905,7.992
CA-2014-133753,6/9/2014,CW-11905,63.984
CA-2014-133753,6/9/2014,CW-11905,70.368
CA-2014-113362,9/14/2014,AJ-10960,449.15
CA-2014-113362,9/14/2014,AJ-10960,11.07
CA-2016-169166,5/9/2016,SS-20590,93.98
US-2016-120929,3/18/2016,RO-19780,189.882
CA-2015-134782,12/27/2015,MD-17350,105.42
CA-2016-126158,7/25/2016,SC-20095,119.616
CA-2016-126158,7/25/2016,SC-20095,255.76
CA-2016-126158,7/25/2016,SC-20095,241.568
CA-2016-126158,7/25/2016,SC-20095,69.3
US-2016-105578,5/30/2016,MY-17380,22.62
US-2016-105578,5/30/2016,MY-17380,14.952
US-2016-105578,5/30/2016,MY-17380,801.568
US-2016-105578,5/30/2016,MY-17380,2.376
US-2016-105578,5/30/2016,MY-17380,32.792
CA-2017-134978,11/12/2017,EB-13705,15.92
CA-2015-145352,3/16/2015,CM-12385,2.74
CA-2015-145352,3/16/2015,CM-12385,8.34
CA-2015-145352,3/16/2015,CM-12385,46.74
CA-2015-145352,3/16/2015,CM-12385,6354.95
CA-2017-135307,11/26/2017,LS-17245,126.3
CA-2017-135307,11/26/2017,LS-17245,38.04
CA-2016-106341,10/20/2016,LF-17185,7.152
CA-2017-163405,12/21/2017,BN-11515,6.63
CA-2017-163405,12/21/2017,BN-11515,5.88
CA-2017-127432,1/22/2017,AD-10180,2999.95
CA-2017-127432,1/22/2017,AD-10180,51.45
CA-2017-127432,1/22/2017,AD-10180,11.96
CA-2017-127432,1/22/2017,AD-10180,1126.02
CA-2015-157812,3/22/2015,DB-13210,18.392
CA-2015-157812,3/22/2015,DB-13210,129.568
CA-2015-157812,3/22/2015,DB-13210,14.112
CA-2017-145142,1/23/2017,MC-17605,210.98
US-2016-139486,5/21/2016,LH-17155,55.176
US-2016-139486,5/21/2016,LH-17155,66.26
CA-2015-158792,12/26/2015,BD-11605,22.2
CA-2017-113558,10/21/2017,PH-18790,683.952
CA-2017-113558,10/21/2017,PH-18790,45.696
US-2015-138303,9/3/2015,MG-18145,36.336
US-2015-138303,9/3/2015,MG-18145,666.248
US-2015-138303,9/3/2015,MG-18145,52.512
CA-2015-102848,11/7/2015,KB-16240,190.72
US-2017-129441,9/7/2017,JC-15340,47.94
CA-2016-168753,5/29/2016,RL-19615,979.95
CA-2016-168753,5/29/2016,RL-19615,22.75
CA-2016-126613,7/10/2016,AA-10375,16.768
US-2017-122637,9/3/2017,EP-13915,42.616
CA-2015-147851,12/3/2015,MP-17470,10.752
CA-2015-134894,12/7/2015,DK-12985,152.94
